sistema,iteracao,index,views,tabelas_temporarias,operacao,variacao,tempo
POSTGIS,19,SPGIST,None,None,PERT,INTERSECTS,"23,9487872123718"
POSTGIS,20,SPGIST,None,None,PERT,INTERSECTS,"24,3096182346344"
POSTGIS,21,SPGIST,None,None,PERT,INTERSECTS,"24,3859994411468"
POSTGIS,22,SPGIST,None,None,PERT,INTERSECTS,"24,1366860866546"
POSTGIS,23,SPGIST,None,None,PERT,INTERSECTS,"24,6116821765899"
POSTGIS,24,SPGIST,None,None,PERT,INTERSECTS,"24,1068994998931"
POSTGIS,25,SPGIST,None,None,PERT,INTERSECTS,"23,9198682308197"
POSTGIS,26,SPGIST,None,None,PERT,INTERSECTS,"24,3508856296539"
POSTGIS,27,SPGIST,None,None,PERT,INTERSECTS,"24,4344677925109"
POSTGIS,28,SPGIST,None,None,PERT,INTERSECTS,"23,9064667224884"
POSTGIS,29,SPGIST,None,None,PERT,INTERSECTS,"24,3922436237335"
POSTGIS,0,SPGIST,None,None,PERT,WITHIN,"24,1043734550476"
POSTGIS,1,SPGIST,None,None,PERT,WITHIN,"24,2173199653625"
POSTGIS,2,SPGIST,None,None,PERT,WITHIN,"24,1042764186859"
POSTGIS,3,SPGIST,None,None,PERT,WITHIN,"24,1935362815856"
POSTGIS,4,SPGIST,None,None,PERT,WITHIN,"24,1525015830993"
POSTGIS,5,SPGIST,None,None,PERT,WITHIN,"24,3257863521575"
POSTGIS,6,SPGIST,None,None,PERT,WITHIN,"24,2186193466186"
POSTGIS,7,SPGIST,None,None,PERT,WITHIN,"24,3149144649505"
POSTGIS,8,SPGIST,None,None,PERT,WITHIN,"24,2405278682708"
POSTGIS,9,SPGIST,None,None,PERT,WITHIN,"24,1185183525085"
POSTGIS,10,SPGIST,None,None,PERT,WITHIN,"24,1874201297760"
POSTGIS,11,SPGIST,None,None,PERT,WITHIN,"24,2581551074981"
POSTGIS,12,SPGIST,None,None,PERT,WITHIN,"24,1114511489868"
POSTGIS,13,SPGIST,None,None,PERT,WITHIN,"24,4568526744842"
POSTGIS,14,SPGIST,None,None,PERT,WITHIN,"24,0020625591278"
POSTGIS,15,SPGIST,None,None,PERT,WITHIN,"24,2343742847442"
POSTGIS,16,SPGIST,None,None,PERT,WITHIN,"24,1968548297882"
POSTGIS,17,SPGIST,None,None,PERT,WITHIN,"24,3649754524230"
POSTGIS,18,SPGIST,None,None,PERT,WITHIN,"23,9691059589386"
POSTGIS,19,SPGIST,None,None,PERT,WITHIN,"24,2120389938354"
POSTGIS,20,SPGIST,None,None,PERT,WITHIN,"24,3137500286102"
POSTGIS,21,SPGIST,None,None,PERT,WITHIN,"24,4275426864624"
POSTGIS,22,SPGIST,None,None,PERT,WITHIN,"24,2721023559570"
POSTGIS,23,SPGIST,None,None,PERT,WITHIN,"24,3578042984008"
POSTGIS,24,SPGIST,None,None,PERT,WITHIN,"24,4117236137390"
POSTGIS,25,SPGIST,None,None,PERT,WITHIN,"24,3278276920318"
POSTGIS,26,SPGIST,None,None,PERT,WITHIN,"24,1403119564056"
POSTGIS,27,SPGIST,None,None,PERT,WITHIN,"24,2235321998596"
POSTGIS,28,SPGIST,None,None,PERT,WITHIN,"23,9740550518035"
POSTGIS,29,SPGIST,None,None,PERT,WITHIN,"24,3290030956268"
POSTGIS,0,END,None,None,DMED_API,None,"19,9016032218933"
POSTGIS,1,END,None,None,DMED_API,None,"20,0879724025726"
POSTGIS,2,END,None,None,DMED_API,None,"20,0550022125244"
POSTGIS,3,END,None,None,DMED_API,None,"20,0585892200469"
POSTGIS,4,END,None,None,DMED_API,None,"20,1219651699066"
POSTGIS,5,END,None,None,DMED_API,None,"19,9603605270385"
POSTGIS,6,END,None,None,DMED_API,None,"20,0629339218139"
POSTGIS,7,END,None,None,DMED_API,None,"20,2788500785827"
POSTGIS,8,END,None,None,DMED_API,None,"19,7532813549041"
POSTGIS,9,END,None,None,DMED_API,None,"20,2043805122375"
POSTGIS,10,END,None,None,DMED_API,None,"20,0821669101715"
POSTGIS,11,END,None,None,DMED_API,None,"20,0883626937866"
POSTGIS,12,END,None,None,DMED_API,None,"20,0252585411071"
POSTGIS,13,END,None,None,DMED_API,None,"20,0431418418884"
POSTGIS,14,END,None,None,DMED_API,None,"19,8211910724639"
POSTGIS,15,END,None,None,DMED_API,None,"20,1838002204895"
POSTGIS,16,END,None,None,DMED_API,None,"19,9600133895874"
POSTGIS,17,END,None,None,DMED_API,None,"20,2066562175750"
POSTGIS,18,END,None,None,DMED_API,None,"19,9862096309661"
POSTGIS,19,END,None,None,DMED_API,None,"19,8709311485290"
POSTGIS,20,END,None,None,DMED_API,None,"19,9844686985015"
POSTGIS,21,END,None,None,DMED_API,None,"21,7110323905944"
POSTGIS,22,END,None,None,DMED_API,None,"20,7934024333953"
POSTGIS,23,END,None,None,DMED_API,None,"20,1812055110931"
POSTGIS,24,END,None,None,DMED_API,None,"20,2998564243316"
POSTGIS,25,END,None,None,DMED_API,None,"20,1711566448211"
POSTGIS,26,END,None,None,DMED_API,None,"19,8819618225097"
POSTGIS,27,END,None,None,DMED_API,None,"19,8684661388397"
POSTGIS,28,END,None,None,DMED_API,None,"20,1737828254699"
POSTGIS,29,END,None,None,DMED_API,None,"20,1019501686096"
POSTGIS,0,END,None,None,DMAX_PM,None,"49,0843307971954"
POSTGIS,1,END,None,None,DMAX_PM,None,"48,8652296066284"
POSTGIS,2,END,None,None,DMAX_PM,None,"48,6223087310791"
POSTGIS,3,END,None,None,DMAX_PM,None,"48,6335885524749"
POSTGIS,4,END,None,None,DMAX_PM,None,"49,0104150772094"
POSTGIS,5,END,None,None,DMAX_PM,None,"48,1688418388366"
POSTGIS,6,END,None,None,DMAX_PM,None,"49,0466296672821"
POSTGIS,7,END,None,None,DMAX_PM,None,"48,6135034561157"
POSTGIS,8,END,None,None,DMAX_PM,None,"49,1456632614135"
POSTGIS,9,END,None,None,DMAX_PM,None,"49,0045123100280"
POSTGIS,10,END,None,None,DMAX_PM,None,"49,1704120635986"
POSTGIS,11,END,None,None,DMAX_PM,None,"48,2563984394073"
POSTGIS,12,END,None,None,DMAX_PM,None,"49,0028133392334"
POSTGIS,13,END,None,None,DMAX_PM,None,"48,2527916431427"
POSTGIS,14,END,None,None,DMAX_PM,None,"48,4130394458770"
POSTGIS,15,END,None,None,DMAX_PM,None,"48,1642880439758"
POSTGIS,16,END,None,None,DMAX_PM,None,"49,1433882713317"
POSTGIS,17,END,None,None,DMAX_PM,None,"49,0128319263458"
POSTGIS,18,END,None,None,DMAX_PM,None,"48,3881094455719"
POSTGIS,19,END,None,None,DMAX_PM,None,"47,9456171989440"
POSTGIS,20,END,None,None,DMAX_PM,None,"48,8753416538238"
POSTGIS,21,END,None,None,DMAX_PM,None,"48,5912692546844"
POSTGIS,22,END,None,None,DMAX_PM,None,"49,2969460487365"
POSTGIS,23,END,None,None,DMAX_PM,None,"48,2090921401977"
POSTGIS,24,END,None,None,DMAX_PM,None,"48,5902068614959"
POSTGIS,25,END,None,None,DMAX_PM,None,"48,1655035018920"
POSTGIS,26,END,None,None,DMAX_PM,None,"48,4180097579956"
POSTGIS,27,END,None,None,DMAX_PM,None,"48,5883069038391"
POSTGIS,28,END,None,None,DMAX_PM,None,"48,9432699680328"
POSTGIS,29,END,None,None,DMAX_PM,None,"48,6938066482543"
POSTGIS,0,END,None,None,DMAX_API,None,"20,0274353027343"
POSTGIS,1,END,None,None,DMAX_API,None,"20,4331414699554"
POSTGIS,2,END,None,None,DMAX_API,None,"19,9836585521698"
POSTGIS,3,END,None,None,DMAX_API,None,"20,5746707916259"
POSTGIS,4,END,None,None,DMAX_API,None,"20,2400581836700"
POSTGIS,5,END,None,None,DMAX_API,None,"20,3249535560607"
POSTGIS,6,END,None,None,DMAX_API,None,"20,3937230110168"
POSTGIS,7,END,None,None,DMAX_API,None,"19,9306585788726"
POSTGIS,8,END,None,None,DMAX_API,None,"20,1099789142608"
POSTGIS,9,END,None,None,DMAX_API,None,"20,0752615928649"
POSTGIS,10,END,None,None,DMAX_API,None,"20,3044400215148"
POSTGIS,11,END,None,None,DMAX_API,None,"20,0595052242279"
POSTGIS,12,END,None,None,DMAX_API,None,"20,5078935623168"
POSTGIS,13,END,None,None,DMAX_API,None,"20,5452277660369"
POSTGIS,14,END,None,None,DMAX_API,None,"19,7498972415924"
POSTGIS,15,END,None,None,DMAX_API,None,"20,2687652111053"
POSTGIS,16,END,None,None,DMAX_API,None,"20,1911780834198"
POSTGIS,17,END,None,None,DMAX_API,None,"20,3307328224182"
POSTGIS,18,END,None,None,DMAX_API,None,"20,6019594669342"
POSTGIS,19,END,None,None,DMAX_API,None,"20,3525402545928"
POSTGIS,20,END,None,None,DMAX_API,None,"20,3878250122070"
POSTGIS,21,END,None,None,DMAX_API,None,"20,0346584320068"
POSTGIS,22,END,None,None,DMAX_API,None,"20,2455377578735"
POSTGIS,23,END,None,None,DMAX_API,None,"20,3963103294372"
POSTGIS,24,END,None,None,DMAX_API,None,"20,2885332107543"
POSTGIS,25,END,None,None,DMAX_API,None,"20,2712996006011"
POSTGIS,26,END,None,None,DMAX_API,None,"19,8350191116333"
POSTGIS,27,END,None,None,DMAX_API,None,"20,5047054290771"
POSTGIS,28,END,None,None,DMAX_API,None,"20,2134039402008"
POSTGIS,29,END,None,None,DMAX_API,None,"20,1990222930908"
POSTGIS,0,END,None,None,D_PM,None,"42,6402797698974"
POSTGIS,1,END,None,None,D_PM,None,"43,5831651687622"
POSTGIS,2,END,None,None,D_PM,None,"43,3127181529998"
POSTGIS,3,END,None,None,D_PM,None,"42,8311023712158"
POSTGIS,4,END,None,None,D_PM,None,"43,4300031661987"
POSTGIS,5,END,None,None,D_PM,None,"42,9397184848785"
POSTGIS,6,END,None,None,D_PM,None,"42,4669833183288"
POSTGIS,7,END,None,None,D_PM,None,"43,2399716377258"
POSTGIS,8,END,None,None,D_PM,None,"43,1276485919952"
POSTGIS,9,END,None,None,D_PM,None,"42,8863523006439"
POSTGIS,10,END,None,None,D_PM,None,"43,3798422813415"
POSTGIS,11,END,None,None,D_PM,None,"42,9438669681549"
POSTGIS,12,END,None,None,D_PM,None,"42,3498311042785"
POSTGIS,13,END,None,None,D_PM,None,"42,8643441200256"
POSTGIS,14,END,None,None,D_PM,None,"43,3586940765380"
POSTGIS,15,END,None,None,D_PM,None,"43,0442869663238"
POSTGIS,16,END,None,None,D_PM,None,"42,7102382183074"
POSTGIS,17,END,None,None,D_PM,None,"44,2051992416381"
POSTGIS,18,END,None,None,D_PM,None,"46,8931789398193"
POSTGIS,19,END,None,None,D_PM,None,"43,6825761795043"
POSTGIS,20,END,None,None,D_PM,None,"50,3223645687103"
POSTGIS,21,END,None,None,D_PM,None,"48,3288216590881"
POSTGIS,22,END,None,None,D_PM,None,"43,4229669570922"
POSTGIS,23,END,None,None,D_PM,None,"42,2851541042327"
POSTGIS,24,END,None,None,D_PM,None,"42,4287736415863"
POSTGIS,25,END,None,None,D_PM,None,"41,8565711975097"
POSTGIS,26,END,None,None,D_PM,None,"42,9548375606536"
POSTGIS,27,END,None,None,D_PM,None,"42,5327765941619"
POSTGIS,28,END,None,None,D_PM,None,"42,9521222114563"
POSTGIS,29,END,None,None,D_PM,None,"41,9934935569763"
POSTGIS,0,END,None,None,PERT,CONTAINS,"23,5610644817352"
POSTGIS,1,END,None,None,PERT,CONTAINS,"23,6099481582641"
POSTGIS,2,END,None,None,PERT,CONTAINS,"23,7619736194610"
POSTGIS,3,END,None,None,PERT,CONTAINS,"23,6938898563385"
POSTGIS,4,END,None,None,PERT,CONTAINS,"23,8846995830535"
POSTGIS,5,END,None,None,PERT,CONTAINS,"23,6481621265411"
POSTGIS,6,END,None,None,PERT,CONTAINS,"23,6815853118896"
POSTGIS,7,END,None,None,PERT,CONTAINS,"23,6422455310821"
POSTGIS,8,END,None,None,PERT,CONTAINS,"23,6993403434753"
POSTGIS,9,END,None,None,PERT,CONTAINS,"23,6529834270477"
POSTGIS,10,END,None,None,PERT,CONTAINS,"23,7104890346527"
POSTGIS,11,END,None,None,PERT,CONTAINS,"23,6698684692382"
POSTGIS,12,END,None,None,PERT,CONTAINS,"23,7624797821044"
POSTGIS,13,END,None,None,PERT,CONTAINS,"23,7522754669189"
POSTGIS,14,END,None,None,PERT,CONTAINS,"23,6021666526794"
POSTGIS,15,END,None,None,PERT,CONTAINS,"23,8418653011322"
POSTGIS,16,END,None,None,PERT,CONTAINS,"23,6691110134124"
POSTGIS,17,END,None,None,PERT,CONTAINS,"23,7693598270416"
POSTGIS,18,END,None,None,PERT,CONTAINS,"23,6330676078796"
POSTGIS,19,END,None,None,PERT,CONTAINS,"23,8391065597534"
POSTGIS,20,END,None,None,PERT,CONTAINS,"23,5053761005401"
POSTGIS,21,END,None,None,PERT,CONTAINS,"23,6158890724182"
POSTGIS,22,END,None,None,PERT,CONTAINS,"23,8740980625152"
POSTGIS,23,END,None,None,PERT,CONTAINS,"23,6390743255615"
POSTGIS,24,END,None,None,PERT,CONTAINS,"23,5755305290222"
POSTGIS,25,END,None,None,PERT,CONTAINS,"23,7010099887847"
POSTGIS,26,END,None,None,PERT,CONTAINS,"23,8504903316497"
POSTGIS,27,END,None,None,PERT,CONTAINS,"23,7302112579345"
POSTGIS,28,END,None,None,PERT,CONTAINS,"23,8225982189178"
POSTGIS,29,END,None,None,PERT,CONTAINS,"23,5400900840759"
POSTGIS,0,END,None,None,PERT,COVEREDBY,"23,4466452598571"
POSTGIS,1,END,None,None,PERT,COVEREDBY,"23,7368454933166"
POSTGIS,2,END,None,None,PERT,COVEREDBY,"23,5386226177215"
POSTGIS,3,END,None,None,PERT,COVEREDBY,"23,5616607666015"
POSTGIS,4,END,None,None,PERT,COVEREDBY,"23,9552934169769"
POSTGIS,5,END,None,None,PERT,COVEREDBY,"23,7023077011108"
POSTGIS,6,END,None,None,PERT,COVEREDBY,"23,7304074764251"
POSTGIS,7,END,None,None,PERT,COVEREDBY,"23,5903947353363"
POSTGIS,8,END,None,None,PERT,COVEREDBY,"23,7262525558471"
POSTGIS,9,END,None,None,PERT,COVEREDBY,"23,7917454242706"
POSTGIS,10,END,None,None,PERT,COVEREDBY,"22,6761302947998"
POSTGIS,11,END,None,None,PERT,COVEREDBY,"24,1002831459045"
POSTGIS,12,END,None,None,PERT,COVEREDBY,"23,9269373416900"
POSTGIS,13,END,None,None,PERT,COVEREDBY,"23,7923746109008"
POSTGIS,14,END,None,None,PERT,COVEREDBY,"23,6201047897338"
POSTGIS,15,END,None,None,PERT,COVEREDBY,"23,6677644252777"
POSTGIS,16,END,None,None,PERT,COVEREDBY,"23,8097343444824"
POSTGIS,17,END,None,None,PERT,COVEREDBY,"23,6941561698913"
POSTGIS,18,END,None,None,PERT,COVEREDBY,"23,5277409553527"
POSTGIS,19,END,None,None,PERT,COVEREDBY,"23,8875672817230"
POSTGIS,20,END,None,None,PERT,COVEREDBY,"23,6209149360656"
POSTGIS,21,END,None,None,PERT,COVEREDBY,"23,6376740932464"
POSTGIS,22,END,None,None,PERT,COVEREDBY,"23,5455288887023"
POSTGIS,23,END,None,None,PERT,COVEREDBY,"23,6228091716766"
POSTGIS,24,END,None,None,PERT,COVEREDBY,"23,6861674785614"
POSTGIS,25,END,None,None,PERT,COVEREDBY,"23,5738198757171"
POSTGIS,26,END,None,None,PERT,COVEREDBY,"23,6800003051757"
POSTGIS,27,END,None,None,PERT,COVEREDBY,"23,5808291435241"
POSTGIS,28,END,None,None,PERT,COVEREDBY,"23,6688849925994"
POSTGIS,29,END,None,None,PERT,COVEREDBY,"23,8641109466552"
POSTGIS,0,END,None,None,PERT,DISJOINT,"96,2455904483795"
POSTGIS,1,END,None,None,PERT,DISJOINT,"96,4243650436401"
POSTGIS,2,END,None,None,PERT,DISJOINT,"95,7303423881530"
POSTGIS,3,END,None,None,PERT,DISJOINT,"96,0784099102020"
POSTGIS,4,END,None,None,PERT,DISJOINT,"96,6036026477813"
POSTGIS,5,END,None,None,PERT,DISJOINT,"96,4633390903472"
POSTGIS,6,END,None,None,PERT,DISJOINT,"96,5977222919464"
POSTGIS,7,END,None,None,PERT,DISJOINT,"96,4905061721801"
POSTGIS,8,END,None,None,PERT,DISJOINT,"96,2675707340240"
POSTGIS,9,END,None,None,PERT,DISJOINT,"95,7596304416656"
POSTGIS,10,END,None,None,PERT,DISJOINT,"95,9377498626709"
POSTGIS,11,END,None,None,PERT,DISJOINT,"95,9383971691131"
POSTGIS,12,END,None,None,PERT,DISJOINT,"96,3335113525390"
POSTGIS,13,END,None,None,PERT,DISJOINT,"96,5004773139953"
POSTGIS,14,END,None,None,PERT,DISJOINT,"96,3994290828704"
POSTGIS,15,END,None,None,PERT,DISJOINT,"97,0599577426910"
POSTGIS,16,END,None,None,PERT,DISJOINT,"96,5688002109527"
POSTGIS,17,END,None,None,PERT,DISJOINT,"96,0880420207977"
POSTGIS,18,END,None,None,PERT,DISJOINT,"98,9753620624542"
POSTGIS,19,END,None,None,PERT,DISJOINT,"96,2064328193664"
POSTGIS,20,END,None,None,PERT,DISJOINT,"96,4607369899749"
POSTGIS,21,END,None,None,PERT,DISJOINT,"96,8483970165252"
POSTGIS,22,END,None,None,PERT,DISJOINT,"96,2612278461456"
POSTGIS,23,END,None,None,PERT,DISJOINT,"95,7310841083526"
POSTGIS,24,END,None,None,PERT,DISJOINT,"96,3207354545593"
POSTGIS,25,END,None,None,PERT,DISJOINT,"95,7629632949829"
POSTGIS,26,END,None,None,PERT,DISJOINT,"95,8782014846801"
POSTGIS,27,END,None,None,PERT,DISJOINT,"95,7278738021850"
POSTGIS,28,END,None,None,PERT,DISJOINT,"96,1395692825317"
POSTGIS,29,END,None,None,PERT,DISJOINT,"95,9825744628906"
POSTGIS,0,END,None,None,PERT,INTERSECTS,"23,5684912204742"
POSTGIS,1,END,None,None,PERT,INTERSECTS,"23,8421411514282"
POSTGIS,2,END,None,None,PERT,INTERSECTS,"23,8009266853332"
POSTGIS,3,END,None,None,PERT,INTERSECTS,"23,8872208595275"
POSTGIS,4,END,None,None,PERT,INTERSECTS,"23,7410624027252"
POSTGIS,5,END,None,None,PERT,INTERSECTS,"23,8135499954223"
POSTGIS,6,END,None,None,PERT,INTERSECTS,"23,8745465278625"
POSTGIS,7,END,None,None,PERT,INTERSECTS,"23,7220985889434"
POSTGIS,8,END,None,None,PERT,INTERSECTS,"23,8359358310699"
POSTGIS,9,END,None,None,PERT,INTERSECTS,"23,9991774559021"
POSTGIS,10,END,None,None,PERT,INTERSECTS,"23,9286062717437"
POSTGIS,11,END,None,None,PERT,INTERSECTS,"23,7338395118713"
POSTGIS,12,END,None,None,PERT,INTERSECTS,"23,8260519504547"
POSTGIS,13,END,None,None,PERT,INTERSECTS,"23,9003927707672"
POSTGIS,14,END,None,None,PERT,INTERSECTS,"23,8866324424743"
POSTGIS,15,END,None,None,PERT,INTERSECTS,"23,6882383823394"
POSTGIS,16,END,None,None,PERT,INTERSECTS,"23,5416352748870"
POSTGIS,17,END,None,None,PERT,INTERSECTS,"23,6764695644378"
POSTGIS,18,END,None,None,PERT,INTERSECTS,"23,5413897037506"
POSTGIS,19,END,None,None,PERT,INTERSECTS,"23,7702577114105"
POSTGIS,20,END,None,None,PERT,INTERSECTS,"23,4725172519683"
POSTGIS,21,END,None,None,PERT,INTERSECTS,"23,6132433414459"
POSTGIS,22,END,None,None,PERT,INTERSECTS,"23,7531805038452"
POSTGIS,23,END,None,None,PERT,INTERSECTS,"23,9931607246398"
POSTGIS,24,END,None,None,PERT,INTERSECTS,"23,7620556354522"
POSTGIS,25,END,None,None,PERT,INTERSECTS,"23,7634778022766"
POSTGIS,26,END,None,None,PERT,INTERSECTS,"23,6191992759704"
POSTGIS,27,END,None,None,PERT,INTERSECTS,"23,8598461151123"
POSTGIS,28,END,None,None,PERT,INTERSECTS,"23,6190066337585"
POSTGIS,29,END,None,None,PERT,INTERSECTS,"23,7866280078887"
POSTGIS,0,END,None,None,PERT,WITHIN,"24,1280360221862"
POSTGIS,1,END,None,None,PERT,WITHIN,"23,7689297199249"
POSTGIS,2,END,None,None,PERT,WITHIN,"23,7238969802856"
POSTGIS,3,END,None,None,PERT,WITHIN,"23,7947940826416"
POSTGIS,4,END,None,None,PERT,WITHIN,"23,9775125980377"
POSTGIS,5,END,None,None,PERT,WITHIN,"23,8846983909606"
POSTGIS,6,END,None,None,PERT,WITHIN,"23,6888930797576"
POSTGIS,7,END,None,None,PERT,WITHIN,"23,9964706897735"
POSTGIS,8,END,None,None,PERT,WITHIN,"23,8828213214874"
POSTGIS,9,END,None,None,PERT,WITHIN,"23,7680656909942"
POSTGIS,10,END,None,None,PERT,WITHIN,"23,9109685420990"
POSTGIS,11,END,None,None,PERT,WITHIN,"23,8344242572784"
POSTGIS,12,END,None,None,PERT,WITHIN,"23,7063117027282"
POSTGIS,13,END,None,None,PERT,WITHIN,"23,7073824405670"
POSTGIS,14,END,None,None,PERT,WITHIN,"23,9213726520538"
POSTGIS,15,END,None,None,PERT,WITHIN,"23,9516723155975"
POSTGIS,16,END,None,None,PERT,WITHIN,"23,7117030620574"
POSTGIS,17,END,None,None,PERT,WITHIN,"23,4122025966644"
POSTGIS,18,END,None,None,PERT,WITHIN,"23,9795055389404"
POSTGIS,19,END,None,None,PERT,WITHIN,"23,8566381931304"
POSTGIS,20,END,None,None,PERT,WITHIN,"24,0008611679077"
POSTGIS,21,END,None,None,PERT,WITHIN,"23,8682892322540"
POSTGIS,22,END,None,None,PERT,WITHIN,"23,8058016300201"
POSTGIS,23,END,None,None,PERT,WITHIN,"23,8900728225708"
POSTGIS,24,END,None,None,PERT,WITHIN,"23,8121128082275"
POSTGIS,25,END,None,None,PERT,WITHIN,"23,7801835536956"
POSTGIS,26,END,None,None,PERT,WITHIN,"23,9540038108825"
POSTGIS,27,END,None,None,PERT,WITHIN,"24,0592343807220"
POSTGIS,28,END,None,None,PERT,WITHIN,"23,9034967422485"
POSTGIS,29,END,None,None,PERT,WITHIN,"23,6897804737091"
POSTGIS,0,END/BRIN,None,None,DMED_API,None,"24,8481318950653"
POSTGIS,1,END/BRIN,None,None,DMED_API,None,"24,6357986927032"
POSTGIS,2,END/BRIN,None,None,DMED_API,None,"26,8720161914825"
POSTGIS,3,END/BRIN,None,None,DMED_API,None,"26,5170893669128"
POSTGIS,4,END/BRIN,None,None,DMED_API,None,"21,8964498043060"
POSTGIS,5,END/BRIN,None,None,DMED_API,None,"20,6935734748840"
POSTGIS,6,END/BRIN,None,None,DMED_API,None,"20,9912495613098"
POSTGIS,7,END/BRIN,None,None,DMED_API,None,"20,4079594612121"
POSTGIS,8,END/BRIN,None,None,DMED_API,None,"20,7957568168640"
POSTGIS,9,END/BRIN,None,None,DMED_API,None,"20,6726529598236"
POSTGIS,10,END/BRIN,None,None,DMED_API,None,"20,4480178356170"
POSTGIS,11,END/BRIN,None,None,DMED_API,None,"20,6420745849609"
POSTGIS,12,END/BRIN,None,None,DMED_API,None,"20,6331775188446"
POSTGIS,13,END/BRIN,None,None,DMED_API,None,"22,3656363487243"
POSTGIS,14,END/BRIN,None,None,DMED_API,None,"23,1051762104034"
POSTGIS,15,END/BRIN,None,None,DMED_API,None,"21,4637088775634"
POSTGIS,16,END/BRIN,None,None,DMED_API,None,"22,1873121261596"
POSTGIS,17,END/BRIN,None,None,DMED_API,None,"23,6537332534790"
POSTGIS,18,END/BRIN,None,None,DMED_API,None,"25,8756809234619"
POSTGIS,19,END/BRIN,None,None,DMED_API,None,"22,3921906948089"
POSTGIS,20,END/BRIN,None,None,DMED_API,None,"24,0788581371307"
POSTGIS,21,END/BRIN,None,None,DMED_API,None,"21,2446436882019"
POSTGIS,22,END/BRIN,None,None,DMED_API,None,"22,1980576515197"
POSTGIS,23,END/BRIN,None,None,DMED_API,None,"23,5529782772064"
POSTGIS,24,END/BRIN,None,None,DMED_API,None,"21,5769653320312"
POSTGIS,25,END/BRIN,None,None,DMED_API,None,"21,1429185867309"
POSTGIS,26,END/BRIN,None,None,DMED_API,None,"22,1749703884124"
POSTGIS,27,END/BRIN,None,None,DMED_API,None,"21,1976537704467"
POSTGIS,28,END/BRIN,None,None,DMED_API,None,"20,5057182312011"
POSTGIS,29,END/BRIN,None,None,DMED_API,None,"19,8825421333313"
POSTGIS,0,END/BRIN,None,None,DMAX_PM,None,"48,2871415615081"
POSTGIS,1,END/BRIN,None,None,DMAX_PM,None,"47,6080834865570"
POSTGIS,2,END/BRIN,None,None,DMAX_PM,None,"52,5751049518585"
POSTGIS,3,END/BRIN,None,None,DMAX_PM,None,"53,7287540435791"
POSTGIS,4,END/BRIN,None,None,DMAX_PM,None,"52,3990221023559"
POSTGIS,5,END/BRIN,None,None,DMAX_PM,None,"53,2918612957000"
POSTGIS,6,END/BRIN,None,None,DMAX_PM,None,"53,0353178977966"
POSTGIS,7,END/BRIN,None,None,DMAX_PM,None,"57,6158094406127"
POSTGIS,8,END/BRIN,None,None,DMAX_PM,None,"53,5611336231231"
POSTGIS,9,END/BRIN,None,None,DMAX_PM,None,"56,6009993553161"
POSTGIS,10,END/BRIN,None,None,DMAX_PM,None,"59,5248048305511"
POSTGIS,11,END/BRIN,None,None,DMAX_PM,None,"55,3013174533844"
POSTGIS,12,END/BRIN,None,None,DMAX_PM,None,"57,1711626052856"
POSTGIS,13,END/BRIN,None,None,DMAX_PM,None,"53,5588543415069"
POSTGIS,14,END/BRIN,None,None,DMAX_PM,None,"52,7561619281768"
POSTGIS,15,END/BRIN,None,None,DMAX_PM,None,"56,2859570980072"
POSTGIS,16,END/BRIN,None,None,DMAX_PM,None,"57,9805505275726"
POSTGIS,17,END/BRIN,None,None,DMAX_PM,None,"56,2946884632110"
POSTGIS,18,END/BRIN,None,None,DMAX_PM,None,"56,6281843185424"
POSTGIS,19,END/BRIN,None,None,DMAX_PM,None,"58,9153926372528"
POSTGIS,20,END/BRIN,None,None,DMAX_PM,None,"55,2929911613464"
POSTGIS,21,END/BRIN,None,None,DMAX_PM,None,"53,7634449005126"
POSTGIS,22,END/BRIN,None,None,DMAX_PM,None,"56,1825075149536"
POSTGIS,23,END/BRIN,None,None,DMAX_PM,None,"56,4210643768310"
POSTGIS,24,END/BRIN,None,None,DMAX_PM,None,"54,7456176280975"
POSTGIS,25,END/BRIN,None,None,DMAX_PM,None,"59,2992932796478"
POSTGIS,26,END/BRIN,None,None,DMAX_PM,None,"58,5843944549560"
POSTGIS,27,END/BRIN,None,None,DMAX_PM,None,"57,4334411621093"
POSTGIS,28,END/BRIN,None,None,DMAX_PM,None,"59,0780389308929"
POSTGIS,29,END/BRIN,None,None,DMAX_PM,None,"57,9095015525817"
POSTGIS,0,END/BRIN,None,None,DMAX_API,None,"23,8511943817138"
POSTGIS,1,END/BRIN,None,None,DMAX_API,None,"24,2430143356323"
POSTGIS,2,END/BRIN,None,None,DMAX_API,None,"25,0885062217712"
POSTGIS,3,END/BRIN,None,None,DMAX_API,None,"25,0769498348236"
POSTGIS,4,END/BRIN,None,None,DMAX_API,None,"26,9941778182983"
POSTGIS,5,END/BRIN,None,None,DMAX_API,None,"23,5700697898864"
POSTGIS,6,END/BRIN,None,None,DMAX_API,None,"23,3152134418487"
POSTGIS,7,END/BRIN,None,None,DMAX_API,None,"22,5101978778839"
POSTGIS,8,END/BRIN,None,None,DMAX_API,None,"22,1121749877929"
POSTGIS,9,END/BRIN,None,None,DMAX_API,None,"21,9212999343872"
POSTGIS,10,END/BRIN,None,None,DMAX_API,None,"22,7774624824523"
POSTGIS,11,END/BRIN,None,None,DMAX_API,None,"22,1756081581115"
POSTGIS,12,END/BRIN,None,None,DMAX_API,None,"22,0736086368560"
POSTGIS,13,END/BRIN,None,None,DMAX_API,None,"21,8115479946136"
